emis,centre_no,name,quintile,wrote_2014,passed_2014,perc_2014,progressed_2015,wrote_2015,passed_2015,perc_2015,progressed_2016,wrote_2016,passed_2016,perc_2016
200401321,4111026,UPPER CULUNCA SENIOR SECONDARY SCHOOL,1,15,14,93.3,12,42,17,40.5,9,16,9,56.3
200401143,4111027,WELSH SENIOR SECONDARY SCHOOL,1,10,8,80,125,138,21,15.2,43,53,19,35.8
200600012,4061001,ALIWAL NORTH HIGH SCHOOL,5,85,84,98.8,1,82,78,95.1,0,86,78,90.7
200600266,4061002,BARKLY EAST HIGH SCHOOL,4,25,23,92,0,29,28,96.6,0,24,24,100
200600048,4061003,BISHOP DEMONT SECONDARY SCHOOL,3,35,29,82.9,12,72,37,51.4,16,59,37,62.7
200600049,4061004,BLIKANA SENIOR SECONDARY SCHOOL,2,75,37,49.3,10,107,26,24.3,0,90,23,25.6
200600078,4061005,BURGERSDORP HIGH SCHOOL,4,45,44,97.8,0,51,51,100,1,45,44,97.8
200600152,4061007,EBENENZER NYATHI SENIOR SECONDARY SCHOOL,3,101,43,42.6,31,116,35,30.2,5,68,36,52.9
200600160,4061008,EGQILI SENIOR SECONDARY SCHOOL,3,109,75,68.8,0,119,91,76.5,0,72,57,79.2
200600190,4061009,ETHEMBENI SECONDARY SCHOOL,3,73,28,38.4,1,62,24,38.7,0,74,33,44.6
200600291,4061010,IMPUMELELO SENIOR SECONDARY SCHOOL,3,81,65,80.2,49,110,30,27.3,20,55,32,58.2
200600308,4061011,JONAS GODUKA SENIOR SECONDARY SCHOOL,2,18,14,77.8,6,49,20,40.8,2,34,13,38.2
200600985,4061029,LADY GREY ACADEMY,4,73,70,95.9,0,63,60,95.2,0,46,43,93.5
200600399,4061012,LUVUMELWANO SENIOR SECONDARY SCHOOL,2,90,41,45.6,50,126,45,35.7,35,43,28,65.1
200600424,4061013,MALCOMESS SECONDARY SCHOOL,3,108,59,54.6,1,97,62,63.9,36,91,49,53.8
200600428,4061014,MALIKHANYE SENIOR SECONDARY SCHOOL,3,86,62,72.1,51,159,83,52.2,122,56,38,67.9
200600446,4061030,MASAKHANE SENIOR SECONDARY SCHOOL,2,52,23,44.2,21,64,25,39.1,7,52,30,57.7
200600476,4061015,MEHLOMAKHULU SENIOR SECONDARY SCHOOL,2,128,69,53.9,77,145,53,36.6,89,80,66,82.5
200600972,4061016,MZOMHLE SENIOR SECONDARY SCHOOL,2,51,27,52.9,36,124,36,29,10,60,31,51.7
200600589,4061017,NKULULEKO SENIOR SECONDARY SCHOOL,3,55,18,32.7,29,95,33,34.7,35,61,33,54.1
200600606,4061018,NOMPUMELELO SENIOR SECONDARY SCHOOL,2,61,8,13.1,8,55,4,7.3,1,31,9,29
200600638,4061019,NTLALO SENIOR SECONDARY SCHOOL,3,18,14,77.8,2,16,13,81.3,8,11,11,100
200600649,4061020,NYATHELA SENIOR SECONDARY SCHOOL,2,116,37,31.9,32,144,41,28.5,0,56,28,50
200600670,4061021,PHAMBILI MZONTSUNDU SENIOR SECONDARY,3,41,26,63.4,2,26,11,42.3,11,33,27,81.8
200600708,4061022,REX MDEBUKA SENIOR SECONDARY SCHOOL,3,43,15,34.9,20,62,14,22.6,23,45,31,68.9
200601001,4061023,SIMPHIWE KHETHWA SECONDARY SCHOOL,3,25,10,40,0,45,14,31.1,0,67,8,11.9
200600037,4061024,SIVUMELENE SENIOR SECONDARY SCHOOL,1,46,20,43.5,0,29,18,62.1,0,19,7,36.8
200600795,4061025,ST TERESA SENIOR SECONDARY SCHOOL,1,151,123,81.5,20,256,184,71.9,0,127,109,85.8
200601149,4062026,STERKSPRUIT CHRISTIAN SCHOOL,99,30,30,100,0,25,24,96,0,30,30,100
200600801,4061027,STERKSPRUIT SENIOR SECONDARY SCHOOL,3,161,89,55.3,44,286,137,47.9,67,102,64,62.7
200600849,4061028,TLOKWENG SENIOR SECONDARY SCHOOL,1,236,162,68.6,3,312,186,59.6,0,140,127,90.7
200501280,4053025,VUKUZENZELE SPECIAL SCHOOL,99,3,3,100,4,13,11,84.6,3,9,4,44.4
200100312,4231001,BRANDWAG HIGH SCHOOL,5,183,180,98.4,1,163,162,99.4,0,157,156,99.4
200100909,4231002,DANIEL PIERNAAR THS,5,150,140,93.3,0,139,134,96.4,1,142,134,94.4
200100238,4231003,GAMBLE STREET SECONDARY SCHOOL,3,127,112,88.2,19,149,113,75.8,11,132,84,63.6
200101041,4232037,GLOBAL LEADERSHIP ACADEMY,99,37,37,100,0,39,39,100,0,44,44,100
200100291,4231004,HANKEY SENIOR SECONDARY SCHOOL,3,87,58,66.7,39,126,50,39.7,28,77,53,68.8
200100162,4231005,HOeRSKOOL DESPATCH,5,149,143,96,0,140,138,98.6,4,151,143,94.7
200100315,4231006,HOeRSKOOL MC LACHLAN,4,19,19,100,0,24,24,100,0,30,30,100
200100571,4231007,HOeRSKOOL NICO MALAN,5,152,150,98.7,0,154,154,100,1,174,172,98.9
200100325,4231008,HUMANSDORP SENIOR SECONDARY SCHOOL,3,235,211,89.8,45,299,251,83.9,41,307,269,87.6
200100357,4231009,JOHN WALTON SECONDARY SCHOOL,3,85,55,64.7,28,107,58,54.2,10,127,67,52.8
200100390,4231010,KIRKWOOD HIGH SCHOOL,4,23,23,100,2,35,35,100,0,34,32,94.1
200100454,4231011,LIMEKHAYA SECONDARY SCHOOL,3,73,42,57.5,17,52,34,65.4,44,53,43,81.1
200100473,4231012,LUNGISO PUBLIC HIGH SCHOOL,3,42,35,83.3,18,69,56,81.2,31,92,69,75
200100494,4231013,MARY MOUNT RC SECONDARY SCHOOL,5,63,46,73,0,59,44,74.6,0,75,64,85.3
200100503,4231014,MC CARTHY COMPREHENSIVE SCHOOL,3,66,48,72.7,42,111,52,46.8,7,62,38,61.3
200100525,4231016,MOLLY BLACKBURN SENIOR SECONDARY SCHOOL,3,253,183,72.3,33,239,159,66.5,38,215,117,54.4
200100529,4231017,MOSES MADIBA SENIOR SECONDARY SCHOOL,3,38,12,31.6,0,56,22,39.3,24,53,15,28.3
200100538,4231018,MUIR COLLEGE BOYS HIGH SCHOOL,5,74,68,91.9,0,70,68,97.1,0,86,84,97.7
200100572,4231019,NKULULEKO SENIOR SECONDARY SCHOOL,3,116,18,15.5,39,119,33,27.7,30,45,34,75.6
200100917,4231020,PATENSIE SECONDARY SCHOOL,3,19,3,15.8,15,34,8,23.5,0,16,7,43.8
200100937,4231021,PAUL SAUER HIGH SCHOOL,4,28,27,96.4,0,35,35,100,4,34,34,100
200100627,4231022,PHAPHANI SENIOR SECONDARY SCHOOL,3,54,18,33.3,20,80,21,26.3,19,83,45,54.2
200100640,4231036,QHAYIYALETHU F.E.T.,3,38,19,50,35,61,19,31.1,30,35,25,71.4
200100650,4231023,RIEBEEK COLLEGE GIRLS HIGH SCHOOL,5,88,87,98.9,0,88,87,98.9,0,78,78,100
200100657,4231024,ROCKLANDS INTERMEDIATE SCHOOL,2,40,34,85,18,47,29,61.7,0,46,30,65.2
200100674,4231025,SAMKELWE SENIOR SECONDARY SCHOOL,3,37,13,35.1,7,22,12,54.5,18,34,19,55.9
200100680,4231026,SANDISULWAZI HIGH SCHOOL,3,13,11,84.6,5,34,14,41.2,14,47,16,34
200100702,4231027,SISONKE SENIOR SECONDARY SCHOOL,3,69,20,29,1,93,21,22.6,6,52,16,30.8
200100713,4231028,SOLOMON MAHLANGU HIGH SCHOOL,3,74,54,73,0,89,68,76.4,18,112,91,81.3
200100731,4231029,ST COLMCILLE SENIOR SECONDARY SCHOOL,3,27,22,81.5,29,74,42,56.8,23,74,55,74.3
200100750,4231030,STRELITZIA HIGH SCHOOL,5,129,118,91.5,0,150,133,88.7,1,133,127,95.5
200100974,4225506,TEHILLAH CHRISTIAN ACADEMY,,,,0,0,100,48,48,5,71,55,77.5
200100772,4231031,THANDUXOLO SENIOR SECONDARY SCHOOL,3,37,13,35.1,14,67,15,22.4,9,50,15,30
200100788,4231032,TINARA HIGH SCHOOL,3,38,11,28.9,10,32,9,28.1,0,24,17,70.8
200100802,4231033,UITENHAGE SENIOR SECONDARY SCHOOL,4,184,158,85.9,24,206,179,86.9,68,229,196,85.6
200100810,4231034,V M KWINANA SENIOR SECONDARY SCHOOL,3,40,27,67.5,14,97,42,43.3,45,75,19,25.3
200100881,4231035,ZANOLWAZI SENIOR SECONDARY SCHOOL,3,72,20,27.8,55,100,27,27,39,54,29,53.7
442506316,3202001,AFRIKAANSE HSKOOL KROONSTAD,5,109,106,97.2,0,105,105,100,6,103,103,100
443611240,3201001,AFRIKAANSE HSKOOL SASOLBURG,5,121,114,94.2,7,117,112,95.7,8,133,126,94.7
443011135,3201002,BARNARD MOLOKOANE SS,1,95,82,86.3,57,92,88,95.7,55,131,128,97.7
442506237,3202002,BODIBENG SS,2,62,54,87.1,31,63,59,93.7,25,80,74,92.5
444611126,3202004,BOIPHIHLELO SS,1,42,38,90.5,1,87,71,81.6,3,101,88,87.1
443011180,3201004,BOITLAMO SS,1,94,64,68.1,1,73,55,75.3,20,84,71,84.5
444510328,3201005,BONGANE-LEBOHANG SS,1,37,29,78.4,15,68,45,66.2,27,47,38,80.9
442506332,3202005,BRENTPARK CS,3,40,34,85,15,58,50,86.2,5,54,42,77.8
442506338,3202006,CALCULUS KOLLEGE CI/S,99,30,28,93.3,0,27,26,96.3,0,19,17,89.5
443611168,3201006,CEDAR SS,3,147,83,56.5,16,125,97,77.6,48,94,84,89.4
442506199,3202009,DR REGINALD CINGO CSS,3,138,118,85.5,127,175,109,62.3,1,103,92,89.3
441610084,3201007,FALESIZWE SS,1,127,106,83.5,8,217,138,63.6,71,126,107,84.9
441811277,3202011,HEILBRON CS,5,40,40,100,0,27,27,100,0,29,29,100
443611245,3201010,HTS SASOLBURG,5,81,75,92.6,6,100,90,90,0,69,60,87
443611134,3201011,IKETSETSENG CSS,3,128,96,75,12,159,147,92.5,66,190,177,93.2
442506339,3202013,JSM SETILOANE SS,3,17,10,58.8,4,18,15,83.3,0,22,19,86.4
443611280,3201051,KAHOBOTJHA- SAKUBUSHA SS,3,76,66,86.8,16,109,77,70.6,32,131,125,95.4
442506078,3202014,KANANELO SS,3,116,101,87.1,52,131,129,98.5,31,158,145,91.8
444306340,3202015,KGABARENG TS,1,34,29,85.3,26,53,45,84.9,27,63,53,84.1
444306234,3202016,KGOLAGANO SS,1,87,87,100,53,132,132,100,93,116,109,94
442506318,3202019,KROONSTAD CSS,5,120,116,96.7,0,113,111,98.2,0,112,110,98.2
442411129,3202021,KWAKWATSI SS,2,42,34,81,22,45,38,84.4,9,39,39,100
443611141,3201012,LE NOTSI SS,2,76,57,75,29,60,29,48.3,12,57,49,86
442510187,3202025,MATLWANGTLWANG SS,2,74,61,82.4,9,43,41,95.3,22,76,69,90.8
441811178,3201015,METSIMATLE SS,2,25,18,72,12,41,32,78,0,30,27,90
441610200,3201016,MFUNDO THUTO SS,2,71,61,85.9,51,136,111,81.6,44,88,79,89.8
442506203,3202026,MOTSWELA SS,3,76,58,76.3,24,70,57,81.4,11,76,72,94.7
440506229,3202028,NAMPO ASS,1,35,34,97.1,0,51,51,100,1,56,56,100
442506241,3202029,NGWATHE SS,2,38,34,89.5,29,58,55,94.8,3,65,63,96.9
443611068,3201018,NKGOPOLENG SS,3,163,108,66.3,39,123,118,95.9,81,165,160,97
443611181,3201019,NOMSA SS,2,131,83,63.4,0,99,89,89.9,34,89,77,86.5
443011241,3201020,PARYS SKOOL SS,5,102,97,95.1,5,105,101,96.2,1,105,101,96.2
443611162,3201021,PELE-YA-PELE SS,3,92,73,79.3,4,99,70,70.7,34,60,48,80
443011028,3201022,PHEHELLANG SS,3,58,51,87.9,11,34,34,100,32,68,68,100
442506216,3202032,PHEPHETSO SS,3,83,67,80.7,58,170,151,88.8,52,154,144,93.5
441811229,3202034,PHIRITONA SS,3,138,116,84.1,6,142,121,85.2,55,190,162,85.3
441610173,3201023,QALABOTJHA SS,2,77,75,97.4,41,81,72,88.9,16,75,71,94.7
443611272,3202036,REBATLA THUTO SS,2,34,29,85.3,23,45,42,93.3,2,67,66,98.5
441610193,3201024,REFENG THABO SS,2,42,37,88.1,0,60,52,86.7,15,36,35,97.2
444306214,3202037,REHAUHETSWE SS,1,64,46,71.9,12,80,53,66.3,29,62,54,87.1
441610088,3201026,RETSHEDISITSWE SS,2,76,73,96.1,87,178,149,83.7,43,124,114,91.9
444306320,3202038,SALOMON SENEKAL CS,5,23,22,95.7,0,27,27,100,0,18,18,100
444611171,3202039,SAMUEL SEBEGO PAKI SS,1,101,76,75.2,8,83,69,83.1,4,94,81,86.2
441811260,3202040,SANDERSVILLE CS,3,,,,0,14,11,78.6,0,7,7,100
442411249,3202041,SAREL CILLIERS CS,3,27,26,96.3,1,37,35,94.6,0,32,32,100
443611242,3201028,SASOLBURG SS,5,157,154,98.1,2,164,161,98.2,0,149,149,100
441811147,3202042,SEDIBA-THUTO SS,1,79,75,94.9,44,103,97,94.2,39,62,60,96.8
442710262,3202043,STEYNSRUS CS,4,46,44,95.7,13,60,59,98.3,0,39,39,100
444306138,3202045,THABANG SS,1,48,38,79.2,33,126,79,62.7,77,87,60,69
442506169,3202046,THAKAMESO CSS,2,75,61,81.3,6,69,62,89.9,56,82,69,84.1
441610358,3201029,TSEBO-ULWAZI SS,2,58,29,50,20,38,35,92.1,18,55,41,74.5
441610264,3201031,TWEELING CS,2,44,43,97.7,0,38,38,100,0,30,30,100
443611170,3201032,VAAL CHRISTIAN CI/S,99,58,41,70.7,0,50,44,88,0,47,46,97.9
443611244,3201033,VAALPARK ARTICON,5,88,78,88.6,3,68,66,97.1,0,66,65,98.5
441610265,3201034,VILLIERS CS,4,6,6,100,1,14,13,92.9,0,11,11,100
443011203,3201035,WEIVELD ASS,1,62,59,95.2,10,79,79,100,5,59,56,94.9
441610266,3201036,WILGERIVIER CS,5,46,46,100,0,38,37,97.4,0,49,49,100
443011173,3201037,YAKHISISWE SS,3,62,51,82.3,23,84,78,92.9,13,82,71,86.6
442506335,3202048,ZENITH CI/S,99,40,34,85,3,36,35,97.2,2,44,42,95.5
440704214,3182001,AKADEMIA SS,2,121,97,80.2,36,71,67,94.4,20,105,95,90.5
440404129,3181001,ARAMELA CS,2,29,21,72.4,12,35,29,82.9,7,24,21,87.5
441912034,3182002,BAHALE SS,3,173,63,36.4,146,85,68,80,46,97,75,77.3
440404216,3181002,BOSHOF CS,3,77,72,93.5,5,87,82,94.3,26,97,80,82.5
440506317,3181003,BOTHAVILLE SS,5,64,63,98.4,1,74,74,100,0,68,68,100
440506235,3181004,BOVAAL ACS,1,6,6,100,0,18,13,72.2,1,19,17,89.5
440808296,3181005,BULTFONTEIN CS,5,17,17,100,0,30,30,100,0,27,27,100
444008294,3182006,CONCORDIA SS,2,70,55,78.6,12,63,56,88.9,34,83,78,94
440506232,3181006,DIPHETOHO SS,1,37,32,86.5,26,37,30,81.1,15,56,44,78.6
444712129,3181063,EDMUND RICE CI/S,99,26,25,96.2,0,24,24,100,0,27,26,96.3
444712056,3182008,ED-U-COLLEGE WELKOM CI/S,99,25,19,76,3,20,15,75,0,18,13,72.2
442908251,3181008,ELDORET SS,3,62,44,71,8,59,49,83.1,7,50,49,98
444712076,3182010,GOUDVELD SS,5,155,151,97.4,0,146,145,99.3,1,172,172,100
440808282,3181009,HANOVER CFS,1,16,6,37.5,19,33,22,66.7,6,18,17,94.4
444412077,3182011,HARMONY SS,5,76,72,94.7,20,99,95,96,1,83,72,86.7
441912078,3182013,HENNENMAN SS,5,46,45,97.8,1,54,53,98.1,0,46,45,97.8
444412079,3182014,HENTIE CILLIERS HS,5,133,128,96.2,4,109,108,99.1,0,115,112,97.4
444712082,3182015,HTS WELKOM,5,120,89,74.2,14,94,85,90.4,6,92,84,91.3
444908323,3181011,IPHATELENG SS,1,47,34,72.3,36,51,33,64.7,26,33,29,87.9
445008310,3182016,IPOPENG SS,2,32,18,56.3,18,50,40,80,5,27,25,92.6
444908152,3181012,ITHABELENG SS,1,95,79,83.2,61,124,85,68.5,14,71,68,95.8
444908008,3181013,ITOKISETSENG CFS,1,10,10,100,1,10,9,90,6,16,12,75
442908321,3181015,JC MOTUMI SS,2,89,65,73,42,85,61,71.8,33,98,64,65.3
440704040,3181016,KAGISANO CS,2,14,12,85.7,15,27,20,74.1,0,6,6,100
440404264,3181045,KGHOLOLOSEGO SS,1,30,21,70,19,34,24,70.6,16,46,16,34.8
441912110,3182017,KHELENG SS,3,89,74,83.1,126,120,102,85,39,81,79,97.5
442908307,3181019,KUTLOANONG SS,1,150,122,81.3,30,177,126,71.2,20,112,102,91.1
442908319,3181020,LA WESI SS,3,90,53,58.9,76,138,96,69.6,40,71,60,84.5
444712002,3182018,LEBOGANG SS,3,115,93,80.9,14,127,102,80.3,101,113,98,86.7
444712127,3182067,LEKGARIETSE SS,3,55,50,90.9,18,85,81,95.3,25,66,62,93.9
444712029,3182019,LENAKENG TS,2,61,25,41,6,77,63,81.8,31,45,37,82.2
444712040,3182020,LEPHOLA CSS,3,152,102,67.1,40,197,176,89.3,56,119,105,88.2
444712044,3182021,LESEDING TS,3,144,112,77.8,44,127,120,94.5,29,133,113,85
444712114,3182023,LETSETE SS,2,186,101,54.3,119,105,69,65.7,73,141,97,68.8
440506227,3181022,MAMELLANG-THUTO SS,1,93,82,88.2,20,123,113,91.9,45,131,117,89.3
444412025,3182024,MAMELLO SS,2,106,94,88.7,12,146,142,97.3,16,146,140,95.9
444412119,3182025,MAREMATLOU SS,1,184,171,92.9,26,127,121,95.3,12,108,107,99.1
444206211,3182026,MATSERIPE SS,1,112,78,69.6,99,106,69,65.1,85,122,73,59.8
444412113,3182028,MELODING SS,2,76,69,90.8,22,95,79,83.2,6,71,63,88.7
444908243,3181026,MONYAKENG SS,1,39,35,89.7,27,63,51,81,19,53,46,86.8
440506102,3181028,MOPHATE SS,2,89,77,86.5,14,102,94,92.2,34,91,84,92.3
442908234,3181029,MOSALA SS,3,89,66,74.2,57,75,52,69.3,29,70,66,94.3
445008150,3182030,NALEDI-YA-BOTJABELA SS,1,40,36,90,107,40,39,97.5,30,42,35,83.3
444712052,3182031,NANABOLELA SS,2,66,57,86.4,77,131,83,63.4,31,80,56,70
440506198,3181031,OZIEL SELELE CSS,1,76,62,81.6,43,75,53,70.7,16,49,35,71.4
442908055,3181033,PHEHELLO SS,1,81,69,85.2,158,220,178,80.9,31,126,118,93.7
440808312,3181027,RAINBOW SS,1,87,60,69,33,157,138,87.9,29,138,124,89.9
442908180,3181035,REARABETSWE SS,3,138,123,89.1,103,175,120,68.6,23,107,100,93.5
444412047,3182035,REATLEHILE SS,3,61,44,72.1,2,61,51,83.6,2,38,35,92.1
440704141,3182037,REFIHLETSE CS,2,8,7,87.5,17,44,20,45.5,6,14,13,92.9
442008316,3181037,RELEKILE SS,1,72,61,84.7,22,95,69,72.6,1,50,46,92
440808153,3181038,REPHOLOSITSWE SS,1,90,65,72.2,48,89,66,74.2,16,102,70,68.6
444712115,3182075,RHEEDER PARK COMBINED SCHOOL,2,48,33,68.8,18,66,48,72.7,33,60,37,61.7
444712080,3182039,RIEBEECKSTAD SS,5,81,79,97.5,0,101,93,92.1,3,115,111,96.5
444908298,3181039,SANDVELD CS,5,29,29,100,1,23,22,95.7,0,22,22,100
440404259,3181040,SENZILE CS,1,63,54,85.7,56,117,85,72.6,4,62,57,91.9
440704219,3182045,STAATSPRES SWART CS,5,31,31,100,0,37,36,97.3,0,41,41,100
444008151,3182046,TAIWE SS,2,55,55,100,6,119,115,96.6,25,66,65,98.5
444712033,3182047,TETO SS,3,175,147,84,35,197,151,76.6,41,226,180,79.6
444008299,3182048,THEUNISSEN CS,5,18,18,100,0,24,19,79.2,1,22,18,81.8
444712020,3182049,THOTAGAUTA SS,3,127,104,81.9,46,84,69,82.1,49,138,104,75.4
442008225,3181043,TIKWANE CSS,1,52,45,86.5,3,85,55,64.7,10,26,20,76.9
444712081,3182054,UNITAS CSS,5,155,117,75.5,29,171,132,77.2,57,152,127,83.6
444712083,3182058,WELKOM HIGH SS,5,209,190,90.9,9,219,196,89.5,15,172,156,90.7
444712107,3182059,WELKOM SS,3,56,35,62.5,62,78,36,46.2,32,93,59,63.4
444712075,3182060,WELKOM-GIMNASIUM SS,5,169,167,98.8,12,175,169,96.6,1,160,159,99.4
442908295,3181046,WESSEL MAREE SS,5,42,41,97.6,1,71,70,98.6,0,55,53,96.4
445008300,3182061,WINBURG CS,3,27,27,100,7,29,26,89.7,5,26,23,88.5
440304273,3171095,ACADEMY OF EXCELLENCE CI/S,99,30,26,86.7,0,25,24,96,0,35,35,100
440304267,3171001,ACCELERATED CHRISTIAN COLLEGE SI/S,99,41,36,87.8,0,38,28,73.7,0,43,36,83.7
443907314,3173002,ALBERT MOROKA SS,3,102,102,100,11,107,107,100,21,131,131,100
440303261,3171003,ATLEHANG SS,4,159,127,79.9,6,173,156,90.2,30,124,115,92.7
440304187,3171089,BAINSVLEI CS,2,50,49,98,0,51,49,96.1,7,52,50,96.2
443907315,3173003,BARTIMEA SCHOOL FOR THE DEAF AND BLIND,99,5,4,80,0,9,4,44.4,6,14,10,71.4
444802126,3172039,BLOEMFONTEIN SOUTH HIGH SS,5,112,87,77.7,17,105,85,81,1,99,95,96
440304212,3171004,BLOEMFONTEIN SS,5,140,134,95.7,1,142,137,96.5,1,143,140,97.9
440304255,3171008,BREBNER SS,5,297,283,95.3,1,294,261,88.8,3,299,265,88.6
440304207,3171055,C EN N H MEISIESKOOL ORANJE,5,117,117,100,0,155,155,100,0,144,144,100
440303127,3171009,CALCULUS BLOEMFONTEIN SI/S,99,86,77,89.5,57,66,60,90.9,0,46,42,91.3
440303237,3171010,CASTLEBRIDGE CI/S,99,29,18,62.1,2,18,13,72.2,1,14,9,64.3
441002116,3171011,CHRISTIAAN DE WET CS,4,56,54,96.4,1,60,60,100,1,53,53,100
440304223,3171012,CHRISTIAN BROTHERS COLLEGE CI/S,99,24,24,100,0,26,26,100,0,32,32,100
443907266,3173005,CHRISTIAN LIPHOKO IS,3,45,43,95.6,44,79,67,84.8,39,92,59,64.1
440303102,3171013,COMMTECH CSS,3,150,123,82,0,132,87,65.9,64,241,142,58.9
440304241,3171016,DR BLOK SS,4,79,63,79.7,0,211,117,55.5,14,154,115,74.7
440303196,3171015,DR VILJOEN CS,5,97,88,90.7,9,72,57,79.2,0,95,82,86.3
445203253,3171105,EMET CHRISTIAN COLLEGE,99,,,,,,,,0,2,2,100
440304210,3171017,EUNICE SS,5,177,177,100,0,174,174,100,0,164,164,100
441207293,3173006,EXCELSIOR CS,3,23,19,82.6,6,9,8,88.9,7,15,10,66.7
440303188,3171019,FICHARDTPARK SS,5,196,196,100,0,192,192,100,1,207,207,100
